Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
Mesarji m/ž v Mercatorju,/,Slovenija,Mercator d.d.,https://www.mojedelo.com/mesarji-mz-v-mercatorju/d-515843,Mercator k sodelovanju vabi nove sodelavce za delo na delovnem mestu mesar.,10.2.2021,Zasavska,mojedelo.com
Sodelavci za direktno prodajo,/,"teren po Sloveniji, izhodišče domača regija","Kele & Kele d.o.o., Mlekarna Krepko",https://www.mojedelo.com/sodelavci-za-direktno-prodajo/d-517014,"Mlekarna Krepko-vodilni proizvajalec ekoloških mlečnih izdelkov v Sloveniji išče nove sodelavce za direktno prodajo ekoloških mlečnih in drugih pridelkov in izdelkov po gospodinjstvih. Iščemo kandidate iz vse Slovenije, vseh regij.",19.02.2021,Zasavska,mojedelo.com
Mesar (m/ž),/,Trbovlje,WORKFORCE d.o.o. ,https://www.mojedelo.com/mesar-mz/d-517019,"Naročnik je enanajvečjih gospodarskih skupin v Slovenijiter v celotniregiji Jugovzhodne Evrope. Je en izmed največjih delodajalcev v Sloveniji, ki v svojo ekipo sodelavcev vabi MESARJE(m/ž).",19.02.2021,Zasavska,mojedelo.com
Orodjar (m/ž),/,Hrastnik,STEKLARNA HRASTNIK d.o.o.,https://www.mojedelo.com/orodjar-mz/d-515235,"Kdo ste? Ste timsko usmerjeni, natančni, zanesljivi in vas zanima področje obdelovanja kovin?",19.02.2021,Zasavska,mojedelo.com
Vodja ključnih kupcev m/ž,/,"Podgrad, tujina",REFLEX Gornja Radgona d.o.o.,https://www.mojedelo.com/vodja-kljucnih-kupcev-mz/d-516931,"Kaj pričakujemo: samoiniciativnost, fleksibilnost, komunikativnost in odlične pogajalske sposobnosti, najmanj VII. stopnjo izobrazbe ekonomske oziroma tehnične smeri (GING), aktivno znanje enega tujega jezika ,...",18.02.2021,Zasavska,mojedelo.com
Področni vodja - m/ž,/,Celotna Slovenija (dodeljena regija),Metro trgovska družba d.d.,https://www.mojedelo.com/podrocni-vodja-mz/d-516930,"Osnovne naloge s katerimi se boste dnevno srečevali so aktivno delo z zaposlenimi v poslovnih enotah, organizacija in motiviranje zaposlenih ter sodelovanje pri pripravi kolekcij in akcij.",18.02.2021,Zasavska,mojedelo.com
Razvojni inženir za elektroniko HW (m/ž),/,Trbovlje,REKRUTER jkps d.o.o.,https://www.mojedelo.com/razvojni-inzenir-za-elektroniko-hw-mz/d-516856,"Za ugledno mednarodno podjetje, ki sodeluje z najbolj priznanimi naročniki znotraj avtomobilske in vesoljske industrije, iščemo strokovnjaka, ki bo deloval na področju razvoja elektronike (HW). ",18.02.2021,Zasavska,mojedelo.com
Operater peči (m/ž),/,Hrastnik,STEKLARNA HRASTNIK d.o.o.,https://www.mojedelo.com/operater-peci-mz/d-515236,"Skrbeli boste za nadzor nad delovanjem steklarskih peči, opravljali elektro vzdrževalna dela na objektih, strojih in napravah, upravljali postrojenja visoke in nizke napetosti in postrojenja na talilnih pečeh, izvajali preventivno elektro vzdrževa...",18.02.2021,Zasavska,mojedelo.com
Asfalter v DE Asfalterstvo (m/ž),/,delo na terenu (pretežno vzhodna Slovenija),Pomgrad d.d.,https://www.mojedelo.com/asfalter-v-de-asfalterstvo-mz/d-515127,"Pričakujemo: srednje poklicno izobraževanje ali nižje poklicno izobraževanje gradbene smeri ali NPK Asfalter ali priznana izobrazba glede na delovne izkušnje delavca, vozniški izpit B kategorije.",18.02.2021,Zasavska,mojedelo.com
Ročni brusilec - polirec (m/ž) v Zasavju,/,Zasavje,Trenkwalder d.o.o.,https://www.mojedelo.com/rocni-brusilec-polirec-mz-v-zasavju/d-504859,"Iščete stabilen in urejen delovni čas? Potem se čim prej prijavite na delovno mesto ročni brusilec – polirec. Delo boste opravljali v mednarodno priznanem kovinskem podjetju, ki proizvaja visokokakovostne izdelke.",18.02.2021,Zasavska,mojedelo.com
Strokovni sodelavec v lekarnah (m/ž),/,Teren po Sloveniji,"ARC - Kranj, d.o.o.",https://www.mojedelo.com/strokovni-sodelavec-v-lekarnah-mz/d-516789,"Pričakujemo: zakonsko obvezna izobrazba farmacevtske, medicinske, naravoslovne ali biomedicinske smeri, zaželene delavne izkušnje na področju prodaje farmacevtskih izdelkov in poznavanje farmacevtskega trga, visoka strokovnost in profesionalnost, ...",17.2.2021,Zasavska,mojedelo.com
Namestnik poslovodje m/ž Trbovlje,/,Trbovlje,TEDi Betriebs,https://www.mojedelo.com/namestnik-poslovodje-mz-trbovlje/d-516753,"Pričakujemo osebe, katere veseli delo v trgovini, sortiranje in zlaganje izdelkov na prodajne police, urejanje izgleda trgovine, veselje do dela s strankami ter vsaj dve leti delovnih izkušenj na podobnih delovnih mestih.",17.2.2021,Zasavska,mojedelo.com
Poslovodja m/ž Trbovlje,/,Trbovlje,TEDi Betriebs,https://www.mojedelo.com/poslovodja-mz-trbovlje/d-516752,"Pričakujemo osebe, ki imajo veselje do dela v trgovini, se navdušujejo za prodajo, so pripravljene poprijeti za delo in imajo spoštljiv odnos do sodelavcev in strank.",17.2.2021,Zasavska,mojedelo.com
Vodja izdelkov / Product Manager,/,Ljubljana / na daljavo,Hunter Bond,https://www.mojedelo.com/vodja-izdelkov-product-manager/d-516657,"To delovno mesto z možnostjo dela od doma je idealno za vodjo izdelkov, ki želi delati na presečišču poslovne strategije, oblikovanja izdelkov, razvoja in dostave programske opreme.",17.2.2021,Zasavska,mojedelo.com
DevOps inženir / DevOps Engineer,/,Ljubljana / na daljavo,Hunter Bond,https://www.mojedelo.com/devops-inzenir-devops-engineer/d-516760,"To delovno mesto z možnostjo dela na daljavo, je idealno za inženirja DevOps, ki pozna Dockerjev ekosistem ter avtomatizira in vzdržuje infrastrukturo v oblaku.",17.2.2021,Zasavska,mojedelo.com
Razvijalec za zaledne strani / Backend Developer,/,Ljubljana / na daljavo,Hunter Bond,https://www.mojedelo.com/razvijalec-za-zaledne-strani-backend-developer/d-516758,"Backend Developer, ki ga išče naša vodilna tehnološka stranka v Sloveniji. To delovno mesto z možnostjo dela na daljavo je idealno za izkušenega Backend Developerja z znanjem Node.js ali PHP.",17.2.2021,Zasavska,mojedelo.com
Samostojni in pomožni zavarovalni zastopnik m/ž,/,Slovenija,GRAWE zavarovalnica d.d.,https://www.mojedelo.com/samostojni-in-pomozni-zavarovalni-zastopnik-mz/d-516729,GRAWE zavarovalnica d. d. za področje celotne Slovenije išče: Samostojne in pomožne zavarovalne zastopnike m/ž.,17.2.2021,Zasavska,mojedelo.com
Višji svetovalec za prebivalstvo (m/ž)  v PE Osrednja Slovenija (poslovalnica Litija),/,Litija,Deželna banka Slovenije d.d.,https://www.mojedelo.com/visji-svetovalec-za-prebivalstvo-mz-v-pe-osrednja-slovenija-poslovalnica-litija/d-516732,"V Deželni banki Slovenije d.d. iščemo novega sodelavca/novo sodelavko, zato vam ponujamo možnost, da skupaj z nami uresničite svoje poslovne ambicije. K sodelovanju vabimo kandidate za delovno mesto: VIŠJI SVETOVALEC ZA PREBIVALSTVO (m/ž)  v PE Os...",17.2.2021,Zasavska,mojedelo.com
Samostojni prodajalec (m/ž) v Centru tehnike in gradnje Hrastnik,/,Hrastnik,Mercator d.d.,https://www.mojedelo.com/samostojni-prodajalec-mz-v-centru-tehnike-in-gradnje-hrastnik/d-516694,"Zaželjeno je, da: imate izkušnje z delom v trgovini, vas veseli delo z ljudmi, ste vestni in zanesljivi,...",17.2.2021,Zasavska,mojedelo.com
Delavec v dinamični proizvodnji m/ž,/,Dob pri Domžalah,Roltek d.o.o.,https://www.mojedelo.com/delavec-v-dinamicni-proizvodnji-mz/d-516615,"V kolektiv vabimo:Kandidata, ki ga veseli delo v dinamični proizvodnji in ima smisel za tehniko. Kandidata, ki rad dela v urejenem okolju je odgovoren in pozitiven, da s svojim delom in zavzetostjo pripomore, k nadaljnji rasti podjetja in samega ...",17.2.2021,Zasavska,mojedelo.com
Operater kontrolne linije (m/ž),/,Hrastnik,STEKLARNA HRASTNIK d.o.o.,https://www.mojedelo.com/operater-kontrolne-linije-mz/d-515237,"Kdo ste? Vas reševanje izzivov privlači? Ste natančni, zanesljivi in vas zanima nova tehnologija? Posedujete znanja s področja strojništva, elektrotehnike, računalništva ali mehatronike?",17.2.2021,Zasavska,mojedelo.com
Strojnik m/ž,/,Hrastnik,STEKLARNA HRASTNIK d.o.o.,https://www.mojedelo.com/strojnik-mz/d-515233,"Osnovna naloga je upravljanje in nadziranje delovanja steklarskih strojev, sodelovanje pri izvedbi menjav, opravljanje manjših vzdrževalnih del. Pričakujemo kader s končano IV. ali V. stopnjo strojne ali elektro smeri.",17.2.2021,Zasavska,mojedelo.com
Delavec za lažja dela v proizvodnji (m/ž),/,Zasavje,Trenkwalder d.o.o.,https://www.mojedelo.com/delavec-za-lazja-dela-v-proizvodnji-mz/d-514794,"Uspešno podjetje, ki se ponaša s skoraj 70-letno tradicijo na področju izdelave izdelkov za električne inštalacije za stanovanja ter v industrijske in energetske namene na globalnem tržišču. Zavedajo se, da so zaposleni s svojim znanjem in sposobn...",17.2.2021,Zasavska,mojedelo.com
Mesar m/ž,/,Trbovlje,HSG KARIERA,https://www.mojedelo.com/mesar-mz/d-516496,"Ste v iskanju nove zaposlitve in se želite novih izivov? Vas veseli delo s strankami? Si želite zanimive in razgibane zaposlitve, kjer se boste vsakodnevno srečevali z novimi izzivi? Potem ne odlašajte s prijavo!",16.2.2021,Zasavska,mojedelo.com
Mesar m/ž,/,Litija,HSG KARIERA,https://www.mojedelo.com/mesar-mz/d-516491,"Ste v iskanju nove zaposlitve in se želite novih izivov? Vas veseli delo s strankami? Si želite zanimive in razgibane zaposlitve, kjer se boste vsakodnevno srečevali z novimi izzivi? Potem ne odlašajte s prijavo!",16.2.2021,Zasavska,mojedelo.com
Operater stroja (m/ž) v okolici Krškega,/,Krško,Trenkwalder d.o.o.,https://www.mojedelo.com/operater-stroja-mz-v-okolici-krskega/d-516612,"Uspešno proizvodno podjete išče kandidate, ki jih veseli delo s stroji! Nudijo vam dolgoročno sodelovanje, možnost napredovanja, kvalitetno uvajanje in izplačilo božičnice.",16.2.2021,Zasavska,mojedelo.com
Strojnik / montažer,/,Šmartno pri Litiji,"EMB, d. o. o. ",https://www.mojedelo.com/strojnik-montazer/d-516288,"EMB, d. o. o. zaradi povečanega obsega poslovanja išče novega sodelavca. Nudimo zaposlitev v majhnem inovativnem podjetju z urejenim delovnim okoljem, enoizmenskim delovnikom, stimulativnim dohodkom z možnostjo nadgrajevanja ter zanimivo in dinami...",16.2.2021,Zasavska,mojedelo.com
Tehnik - demonstrator avtoličarskih materialov m/ž,/,Krmelj,ATG Zupan d.o.o. Krmelj,https://www.mojedelo.com/tehnik-demonstrator-avtolicarskih-materialov-mz/d-515826,"V svoj kolektiv vabimo tehnika – demonstratorja, za prikaz uporabe avto-ličarskih materialov.  •Ste komunikativni in radi delate z ljudmi?•Vam bo predstavitev in demonstracija uporabe avto-ličarskih materialov v veselje?•Imate radi novosti i...",19.02.2021,Zasavska,mojedelo.com
Skladiščnik (m/ž),/,Šmartno pri Litiji,HERZ d.o.o.,https://www.mojedelo.com/skladiscnik-mz/d-516949,"Podjetje Herz d.o.o. je del mednarodne skupine Herz in je preko široke poslovne mreže, s svojimi proizvodi, prisotno v 75-ih državah sveta. Z zavedanjem, da vsak uspeh temelji na visoki kakovosti, inovativnih rešitvah in spoštovanju tradicije, gra...",18.02.2021,Zasavska,mojedelo.com
Komercialist m/ž,/,Nova Cerkev,"Šeško, d.o.o.",https://www.mojedelo.com/komercialist-mz/d-516591,"Opis delovnega mesta: proaktivno upravljanje bodočega kupca – tehnična podpora, tehnično svetovanje strankam, izdelovanje kalkulacij, ponudb, pripravljanje prodajnih pogodb in sklepanje prodajnih pogodb v okviru p...",16.2.2021,Zasavska,mojedelo.com
Razvojni inženir (m/ž),/,Celje ,"Bass d.o.o., Celje",https://www.mojedelo.com/razvojni-inzenir-mz/d-514595,"Zahtevana/želena znanja in veščine: več let praktičnih izkušenj z razvojem programske opreme, praktične izkušnje z načrtovanjem in razvojem aplikacij, načrtovanje in dosledno  dokumentiranje programske opreme, ure...",9.2.2021,Zasavska,mojedelo.com
Operater (v varnostno nadzornem centru) (m/ž),/,Hrastnik,"Sinet d.d., Hrastnik",https://www.mojedelo.com/operater-v-varnostno-nadzornem-centru-mz/d-516609,"Opis del in nalog: vodi evidence in poroča odgovorni osebi matične družbe in naročnika; spremlja signale, ki prihajajo v varnostno nadzorni center; komunicira z intervencijskimi ekipami na terenu, ter jih usmerja; spremlja in nadzoruje ekipo prevo...",16.2.2021,Zasavska,mojedelo.com
Strokovnjak na terenu,/,Slovenija,Sončni sistemi d.o.o.,https://www.mojedelo.com/strokovnjak-na-terenu/d-516462,"Išče se samostojna in samoiniciativna oseba, za delo z kupci. Sposobna predstavitev in prodaje produktov. Delo poteka v mladem in dinamičnem kolektivu z veliko možnostjo spoznavanja novih tehnologij in stimulativnim plačilom.",16.2.2021,Zasavska,mojedelo.com
Revizor prevodov m/ž,/,Ljubljana,Veris d.o.o.,https://www.mojedelo.com/revizor-prevodov-mz/d-516029,"Redno zaposlimo REVIZORJA PREVODOV besedil za evropske institucije. Pričakujemo odlično znanje slovenščine in slovenskega pravopisa ter odlično razumevanje angleščine, imeti pa morate tudi večletne dokazljive izkušnje s prevajanjem in revidiranjem...",16.2.2021,Zasavska,mojedelo.com
Inženir industrijske avtomatizacije oziroma mehatronike,/,Trbovlje,"INAP, informatizacija in avtomatizacija procesov, d.o.o.",https://www.mojedelo.com/inzenir-industrijske-avtomatizacije-oziroma-mehatronike/d-516401,"Obseg dela: konstrukcija mehanskih delov naprav in komponent v 3D CAD, programiranje PLC-jev, izdelava projektne dokumentacije ...",16.2.2021,Zasavska,mojedelo.com
Operater CNC strojev (m/ž),/,Godovič/Idrija,"Atama agencija za zaposlovanje, d.o.o.",https://www.mojedelo.com/operater-cnc-strojev-mz/d-516385,"Za uglednega, slovenskega delodajalca v okolici Idrije, iščemo Posluževalca strojev m/ž. Za več informaciji, nas pokličite na +386(0)1 23 00 865 ali pošljite prošnjo na email naslov: edmond@atama.si",15.2.2021,Zasavska,mojedelo.com
Plakater in monter oglasnih panojev,/,Teren po Sloveniji,Linea Media d.o.o. ,https://www.mojedelo.com/plakater-in-monter-oglasnih-panojev/d-516344,"Delovno mesto zajema namestitve in lepljenje oglasnih sporočil, delo na višini, montažo kovinskih, lesenih in betonskih gradbenih objektov, razrez železnine, priprava pločevine, varjenje konstrukcij, postavitve oglasov, priprava temeljev in betoni...",15.2.2021,Zasavska,mojedelo.com
Prodajalec (m/ž) na oddelku pijač - Zagorje,/,Zagorje,Spar Slovenija d.o.o.,https://www.mojedelo.com/prodajalec-mz-na-oddelku-pijac-zagorje/d-516409,"Vaše naloge bodo: pomoč kupcem pri izbiri blaga, polnjenje polic na oddelku pijače, delo na oddelku pijače, delo na blagajni, skrb za urejenost trgovine.",15.2.2021,Zasavska,mojedelo.com
Produktentwickler m/w / Razvijalec izdelkov m/ž ,/,Tirol/Österreich,ISG Personalmanagement GmbH,https://www.mojedelo.com/produktentwickler-mw-razvijalec-izdelkov-mz/d-516444,"Za okrepitev ekipe na Tirolskem/Avstrija, iščemo Razvijalec izdelkov. Naloge: razvoj izdelkov od osnovne ideje kupca do predaje v serijsko proizvodnjo, opredelitev naročila in specifikacija v posvetovanju s stranko. Profil: zaklj. akademsko tehnič...",15.2.2021,Zasavska,mojedelo.com
Vodja oddelka Beauty,/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/vodja-oddelka-beauty/d-516381,"Vi nudite več: pogoj je, da ste opravljali delo v panogi oz. razpolagate s strokovnim znanjem iz sveta Beauty programa (parfumerija, naravna kozmetika in nogavice).",15.2.2021,Zasavska,mojedelo.com
Vodja oddelka drogerije,/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/vodja-oddelka-drogerije/d-516382,"Vi nudite več: pogoj je, da ste opravljali delo v panogi oz. razpolagate s strokovnim znanjem iz sveta drogerije.",15.2.2021,Zasavska,mojedelo.com
Vodja oddelka igrač,/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/vodja-oddelka-igrac/d-516386,"Vi nudite več: ste angažirani, fleksibilni, ambiciozni, urejeni, imate odločen nastop ter visoko stopnjo samostojne organizacije in timskega dela, imate končano trgovsko ali primerljivo izobrazbo.",15.2.2021,Zasavska,mojedelo.com
Vodja oddelka papirnice,/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/vodja-oddelka-papirnice/d-516391,"Vi nudite več: komunikacija z ljudmi vam ne povzroča težav, zaželjeno je znanje nemškega ali angleškega jezika.",15.2.2021,Zasavska,mojedelo.com
Vodja poslovalnice,/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/vodja-poslovalnice/d-516394,"Vi nudite več: zaključena izobrazba trgovske oz. druge primerljive smeri, več let strokovnih in vodstvenih izkušenj na področju maloprodaje.",15.2.2021,Zasavska,mojedelo.com
Prodajalci (m/ž),/,Trbovlje,Mueller Drogerija d.o.o.,https://www.mojedelo.com/prodajalci-mz/d-516347,"Za našo poslovalnico v Trbovljah na oddelkih drogerije, igrač, papirnice in oddelka Beauty (parfumerija, naravna kozmetika in nogavice) iščemo prodajalce.",15.2.2021,Zasavska,mojedelo.com
Knjigovodja m/ž ,/,Dob pri Domžalah,Roltek d.o.o.,https://www.mojedelo.com/knjigovodja-mz/d-516190,"V kolektiv vabimo KNJIGOVODJO:Kandidatko/kandidata, ki rad-a dela s številkami, je organizirana, natančna in je pozitivna oseba, ki si želi dinamičnega dela v računovodstvu.Če se v oglasu prepoznate, Vas vabimo spodbujamo, da se prijavite in pos...",15.2.2021,Zasavska,mojedelo.com
Svetovalec za informacijske sisteme (m/ž),/,Ljubljana / Slovenj Gradec,Troia d.o.o.,https://www.mojedelo.com/svetovalec-za-informacijske-sisteme-mz/d-516156,"V podjetju TROIA iščemo močne, samostojne kandidate, ki bodo delili naše temeljne vrednote in bodo uživali v ciljno naravnanem in hitro rastočem okolju.Naloge svetovalca za informacijske sisteme bodo predvsem zajemale delo v informacijskih sistem...",15.2.2021,Zasavska,mojedelo.com
Vodja projektov- Investitorski inženiring m/ž),/,na lokaciji gradbišča po Sloveniji,"CGP, družba za gradbeništvo, inženiring, proizvodnjo in vzdrževanje cest, d.d.",https://www.mojedelo.com/vodja-projektov-investitorski-inzeniring-mz/d-516301,"Opis delovnega mesta: strokovno vodenje, organiziranje in nadziranje del na enem ali več projektih, zagotavljanje nemotenega poteka del po generalnih planih in usklajevanje dela in planov med vodji, sodelovanje in usklajevanje del z investitorji,...",15.2.2021,Zasavska,mojedelo.com
Elektromonter (m/ž),/,"Ljubljana z okolico, Kočevje, Trbovlje","ELEKTRO LJUBLJANA, podjetje za distribucijo električne energije, d.d.",https://www.mojedelo.com/elektromonter-mz/d-516257,"Vaše naloge bodo: opravljanje elektromonterskih del, opravljanje izterjav pri neplačnikih, vodenje evidenc..",15.2.2021,Zasavska,mojedelo.com
Magister/a farmacije s strokovnim izpitom m/ž,/,Trbovlje,Lekarna Pušnik d.o.o.,https://www.mojedelo.com/magistera-farmacije-s-strokovnim-izpitom-mz/d-515861,"Magister/ magistra farmacije z opravljenim strokovnim izpitom. Od kandidatov pričakujemo ustrezno izobrazbo, komunikativnost, zanimanje za širše delovanje lekarne, željo po izpopolnjevanju znanja, prijaznost, urejenost. Zaželena je pridobljena lic...",15.2.2021,Zasavska,mojedelo.com
Dostavljalec pošiljk (m/ž) - 1 izmena,/,Novo mesto z okolico,ADECCO H.R. d.o.o.,https://www.mojedelo.com/dostavljalec-posiljk-mz-1-izmena/d-515956,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",12.2.2021,Zasavska,mojedelo.com
Pismonoša (m/ž) - 1 izmena,/,Novo mesto z okolico,ADECCO H.R. d.o.o.,https://www.mojedelo.com/pismonosa-mz-1-izmena/d-515955,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",12.2.2021,Zasavska,mojedelo.com
Strokovni sodelavec v logistiki (m/ž),/,Sevnica,Siliko d.o.o.,https://www.mojedelo.com/strokovni-sodelavec-v-logistiki-mz/d-516097,"Pričakujemo: najmanj VI. stopnjo izobrazbe logistične, ekonomske smeri ali podobno (zaželeno, ni pa pogoj), zelo dobro znanje angleškega jezika, znanje nemščine predstavlja prednost, zelo dobre komunikacijske in organizacijske sposobnosti, sposobn...",12.2.2021,Zasavska,mojedelo.com
Tehnični nabavnik (m/ž),/,Štore ,HAWE Hidravlični sistemi d.o.o.,https://www.mojedelo.com/tehnicni-nabavnik-mz/d-516213,"Pričakujemo: najmanj VI. stopnjo tehnične ali ekonomske smeri, vsaj 3 leta delovnih izkušenj s področja nabave , znanje o hidravliki, afiniteta do tehnike, znanje o projektnem vodenju ,...",12.2.2021,Zasavska,mojedelo.com
Sistemski analitik (m/ž),/,Slovenj Gradec,Troia d.o.o.,https://www.mojedelo.com/sistemski-analitik-mz/d-516061,"V podjetju TROIA iščemo močne, samostojne kandidate, ki bodo delili naše temeljne vrednote in bodo uživali v ciljno naravnanem in hitro rastočem okolju. Dobre analitične sposobnosti in sposobnosti proaktivnega reševanja problemov so prednosti Sist...",12.2.2021,Zasavska,mojedelo.com
Programer informacijskih rešitev (m/ž),/,Slovenj Gradec,Troia d.o.o.,https://www.mojedelo.com/programer-informacijskih-resitev-mz/d-516064,"V podjetju TROIA iščemo močne, samostojne kandidate, ki bodo delili naše temeljne vrednote in bodo uživali v ciljno naravnanem in hitro rastočem okolju. Z naprednim znanjem IBM Maximo, bo programer informacijskih rešitev v podjetju TROIA proaktivn...",12.2.2021,Zasavska,mojedelo.com
BigData razvojnik (m/ž),/,Slovenj Gradec,Troia d.o.o.,https://www.mojedelo.com/bigdata-razvojnik-mz/d-516067,"V podjetju TROIA iščemo močne, samostojne kandidate, ki bodo delili naše temeljne vrednote in bodo uživali v ciljno naravnanem in hitro rastočem okolju.BigData razvojnik bo v podjetju med drugim odgovoren za razvoj BigData rešitev za stranke, raz...",12.2.2021,Zasavska,mojedelo.com
BigData / BI Svetovalec (m/ž) ,/,Slovenj Gradec,Troia d.o.o.,https://www.mojedelo.com/bigdata-bi-svetovalec-mz/d-516068,"V podjetju TROIA iščemo močne, samostojne kandidate, ki bodo delili naše temeljne vrednote in bodo uživali v ciljno naravnanem in hitro rastočem okolju.BigData / BI Svetovalec bo v podjetju med drugim odgovoren za izvedbo rešitev za stranke na po...",12.2.2021,Zasavska,mojedelo.com
Varilec MIG/MAG m/ž,/,Gornja Radgona,Personal center d.o.o.,https://www.mojedelo.com/varilec-migmag-mz/d-516088,"Opis del: montaža elektro instalacij v bivalne enote, izdelava in montaža elementov v bivalne enote, varjenje kovinskih konstrukcij (MIG/MAG).",11.2.2021,Zasavska,mojedelo.com
Monter-Cevar (m/ž),/,Terensko delo doma in v tujini,MONTPRO d.o.o.,https://www.mojedelo.com/monter-cevar-mz/d-516050,"Vaše delo bo opravljanje cevarskih del in posegov doma, po potrebi tudi v tujini. Za več informacij o delovnem mestu nas pokličite na 051-619-662 oz. opravite prijavo preko portala MojeDelo.",11.2.2021,Zasavska,mojedelo.com
Monter,/,Terensko delo v tujini in doma,MONTPRO d.o.o.,https://www.mojedelo.com/monter/d-516053,"Vaše delo bo: industrijska montaža v različnih panogah, predvsem v tujini, po potrebi tudi doma. Za več informacij o delovnem mestu nas pokličite na 051-619-662 oz. opravite prijavo preko portala MojeDelo.",11.2.2021,Zasavska,mojedelo.com
Razvijalec mobilnih aplikacij m/ž - Remote,/,Slovenija,Manpower d.o.o.,https://www.mojedelo.com/razvijalec-mobilnih-aplikacij-mz-remote/d-513400,"Za našega naročnika, priznano mednarodno podjetje, iščemo  razvijalca mobilnih aplikacij za delo na mednarodnih projektih - remote",11.2.2021,Zasavska,mojedelo.com
Delavec na avtomatiziranem stroju (m/ž) ,/,Zasavje,Trenkwalder d.o.o.,https://www.mojedelo.com/delavec-na-avtomatiziranem-stroju-mz/d-515901,"Imate izkušnje z delom na strojih, vendar si želite nekaj več? Podjetje, čigar proizvodnja deluje v skladu s smernicami industrije 4.0., vabi v svoj kolektiv kandidata, ki bo skrbel za visoko tehnološko napreden stroj. Pridružite se tej uspešni zg...",10.2.2021,Zasavska,mojedelo.com
Razvijalec programske opreme za krmilne sisteme (m/ž) – ZDA (Chicago),/,ZDA (Chicago),Cosylab d.d.,https://www.mojedelo.com/razvijalec-programske-opreme-za-krmilne-sisteme-mz-zda-chicago/d-515888,"Sodelovali boste pri zasnovi in razvoju distribuiranih krmilnih sistemov in sistemov za zajemanje podatkov za pospeševalnike delcev. Odgovorni boste za sistemsko analizo, zbiranje zahtev, zasnovo, implementacijo, integracijo, testiranje in dokumen...",10.2.2021,Zasavska,mojedelo.com
Voznik za relacije po Sloveniji,/,Slovenija,Dopos d.o.o.,https://www.mojedelo.com/voznik-za-relacije-po-sloveniji/d-515438,"Voznik mora imeti C kategorijo in kodo 95. Pogodba za določen čas z možnostjo podaljšanja za nedoločen čas. Dodatno prednost ima kandidat, ki ima opravljeno E kategorijo, prav tako so zaželene izkušnje s prevozništvom.",10.2.2021,Zasavska,mojedelo.com
Računovodja m/ž,/,Izlake,ETI elektroelement d.o.o.,https://www.mojedelo.com/racunovodja-mz/d-515411,"V naš tim vabimo sodelavca/-ko  RAČUNOVODJO,  z dobrim poznavanjem knjigovodenja/računovodenja, računovodskih standardov, davčnih predpisov in postopkov konsolidacije. ",10.2.2021,Zasavska,mojedelo.com
Elektro vzdrževalec m/ž,/,Dolenjska regija,HSG KARIERA,https://www.mojedelo.com/elektro-vzdrzevalec-mz/d-515756,"Za našega naročnika, uspešno podjetje, ki se ukvarja s proizvodnjo in predelavo plastike in svoje izdelke prodaja po celotni Evropi, iščemo novega sodelavca na delovnem mestu Elektro vzdrževalec.",9.2.2021,Zasavska,mojedelo.com
Tehnolog v razvoju (m/ž),/,Novo mesto,ADECCO H.R. d.o.o.,https://www.mojedelo.com/tehnolog-v-razvoju-mz/d-515718,"Za našega naročnika, uspešno podjetje ki se ukvarja s proizvodnjo in montažo senčil, iščemo novega sodelavca v oddelku proizvodnje: Tehnolog vrazvoju (m/ž),ki bo skrbel za razvoj novih produktov ter za izboljšavo obstoječih produktov. Iščemo ose...",9.2.2021,Zasavska,mojedelo.com
Tehnolog v proizvodnji (m/ž),/,Novo mesto,ADECCO H.R. d.o.o.,https://www.mojedelo.com/tehnolog-v-proizvodnji-mz/d-515717,"Za našega naročnika, uspešno podjetje ki se ukvarja s proizvodnjo in montažo senčil, iščemo novega sodelavca v oddelku proizvodnje: Tehnolog vproizvodni (m/ž),ki bo skrbel za optimizacijo delovnih procesov ter izboljšave v proizvodnih tehnologij...",9.2.2021,Zasavska,mojedelo.com
Skrbnik ključnih kupcev,/,Kandrše,Strip's d.o.o.,https://www.mojedelo.com/skrbnik-kljucnih-kupcev/d-515745,"Obseg odgovornosti: doseganje letnih ciljev poslovanja z dodeljenimi kupci, zagotavljanje visoke stopnje zadovoljstva kupcev..",9.2.2021,Zasavska,mojedelo.com
Sodelavec na področju montaže klima naprav ter vzdrževanja klima naprav,/,Delo na terenu ,Klimaj d.o.o. ,https://www.mojedelo.com/sodelavec-na-podrocju-montaze-klima-naprav-ter-vzdrzevanja-klima-naprav/d-515682,Zaradi povečanega obsega dela  iščemo novega sodelavca na področju montaže klima naprav ter vzdrževanja klima naprav. Naše storitve zajemajo montažo ter prodajo klima naprav ter toplotnih črpalk. Nudimo celovito rešitev na področju strojnih inštal...,9.2.2021,Zasavska,mojedelo.com
